Material Number,Material_Key__c,Description,Multi_Use_Demo__c
KM46562,KM46562-US60-10,"VOLKMANN CURETTE 6 1/2"" OVAL & RD",TRUE
KM46563,KM46563-US60-10,"BRUN CURETTE OVAL 9"" #000 HOLL.HD",TRUE
KM46564,KM46564-US60-10,"BRUN CURETTE OVAL 9"" #00 HOLL.HDL",TRUE
KM46565,KM46565-US60-10,"BRUN CURETTE OVAL 9"" #0 HOLL.HDL",TRUE
KM46566,KM46566-US60-10,"BRUN CURETTE OVAL 9"" #1 HOLL.HDL",TRUE
KM46567,KM46567-US60-10,"BRUN CURETTE OVAL 9"" #2 HOLL.HDL",TRUE
KM46568,KM46568-US60-10,"BRUN CURETTE OVAL 9"" #3 HOLL.HDL",TRUE
KM46569,KM46569-US60-10,"BRUN CURETTE OVAL 9"" #4 HOLL.HDL",TRUE
KM46570,KM46570-US60-10,"BRUN CURETTE OVAL 9"" #5 HOLL.HDL",TRUE
KM46571,KM46571-US60-10,"BRUN CURETTE OVAL 9"" #6 HOLL.HDL",TRUE
KM46572,KM46572-US60-10,"DA WIRE EXTRACTION PLIERS 7"" 2MM TC",TRUE
KM46573,KM46573-US60-10,"DA WIRE EXTRACTION PLIERS 7"" 4MM TC",TRUE
KM46574,KM46574-US60-10,"DA WIRE EXTRACTION PLIERS 7"" 6MM TC",TRUE
KM46578,KM46578-US60-10,"PIN PULLER W/ GROOVE 5.5"" TC",TRUE
KM46582,KM46582-US60-10,"CORWIN WIRE TWISTER 6 1/4"" TC",TRUE
KM46598,KM46598-US60-10,"LISTON AMPUTATING KNIFE 6 3/4""",TRUE
KM46600,KM46600-US60-10,"LISTON AMPUTATING KNIFE 8""",TRUE
KM46601,KM46601-US60-10,"LANGENBECK METACARPAL SAW 9""",TRUE
KM46602,KM46602-US60-10,PERCY AMPUTATION SHIELD,TRUE
KM46609,KM46609-US60-10,"GIGLI SAW BLADES 16""",TRUE
KM46610,KM46610-US60-10,GIGLI SAW HANDLES W/SNAP LOCK PR.,TRUE
KM46612,KM46612-US60-10,"GIGLI SAW BLADES 9""",TRUE
KM46613,KM46613-US60-10,"GIGLI SAW BLADES 12""",TRUE
KM46614,KM46614-US60-10,"GIGLI SAW BLADES 20""",TRUE
KM46615,KM46615-US60-10,"GIGLI SAW BLADES 30""",TRUE
KM46616,KM46616-US60-10,GIGLI SAW HANDLES (PAIR),TRUE
KM46617,KM46617-US60-10,GIGLI HANDLES T-SHAPE PAIR,TRUE
KM46619,KM46619-US60-10,"LOUTIE WIRE TIGHTNER 8 1/2""",TRUE
KM46621,KM46621-US60-10,"SIDE-BITE WIRE CUTT.,7"", (MAX1.6MM)",TRUE
KM46622,KM46622-US60-10,"CUTTER WIRE PED (.028"" MAX) 4.75"" TC",TRUE
KM46623,KM46623-US60-10,"WIRE CUTTER DA 7"", TC, (MAX1.6MM)",TRUE
KM46624,KM46624-US60-10,"CUTTER WIRE D/A ANG (MAX 2.4MM) 8.5"" TC",TRUE
KM46625,KM46625-US60-10,"CUTTER WIRE FRONT/SIDE (MAX 1.6MM) 7"" TC",TRUE
KM46626,KM46626-US60-10,"PIN CUTTER 22"" SIDECUTTER",TRUE
KM46629,KM46629-US60-10,"PIN CUTTER SIDE CUTT. 15"" MAX.4.0MM",TRUE
KM46631,KM46631-US60-10,"CUTTER WIRE FLUSH FRONT/SIDE 7"" TC",TRUE
KM46632,KM46632-US60-10,"CUTTER PIN END CUTTING (MAX 3.2MM) 10""",TRUE
KM46633,KM46633-US60-10,"PINCUTTER END CUT 15""",TRUE
KM46637,KM46637-US60-10,"WIRE PULLING FCPS. 6 1/2""",TRUE
KM46642,KM46642-US60-10,BLADE ALONE F.SATTERLEE SAW GRIP HD,TRUE
KM46644,KM46644-US60-10,BLADE ONLY F. SATTERLEE RING HANDLE,TRUE
KM46646,KM46646-US60-10,CHARRIERE SAW BLADE ONLY S. STEEL,TRUE
KM46647,KM46647-US60-10,"PINCUTTER (CANULATED) 7 1/2""",TRUE
KM46650,KM46650-US60-10,"BONE FILE 9 1/2"" OFFSET",TRUE
KM46651,KM46651-US60-10,"DIAMOND PIN CUTTER 6 1/4"" STAINLESS",TRUE
KM46652,KM46652-US60-10,"PUTTI BONE RASP 12"" ROUND",TRUE
KM46653,KM46653-US60-10,"KLEINERT KUTZ RASP 8 1/2""",TRUE
KM46654,KM46654-US60-10,"PUTTI BONE RASP 10 1/2"" FLAT",TRUE
KM46655,KM46655-US60-10,"FOMON RASP 8 1/2"" CONVEX AND FLAT",TRUE
KM46656,KM46656-US60-10,MALLET #49 7 OZ/5 OZ,TRUE
KM46657,KM46657-US60-10,MALLET(MEAD) WEIGHT: 11 OZ/ 6 OZ,TRUE
KM46658,KM46658-US60-10,KIRK MALLET 1LB 7OZ/1LB4 OZ,TRUE
KM46660,KM46660-US60-10,LUCAE BONE MALLET WEIGHT: 9 OZ/5 OZ,TRUE
KM46661,KM46661-US60-10,GERZOG BONE MALLET WT:10 OZ/ 7 OZ,TRUE
KM46662,KM46662-US60-10,MALLET NYLON CAPS WT:7 OZ / 4 OZ,TRUE
KM46662P,KM46662P-US60-10,NYLON CAPS FOR KM 46-662 (PAIR),TRUE
KM46663,KM46663-US60-10,HEATH MALLET 2LB/ 1 LB 4 OZ,TRUE
KM46664,KM46664-US60-10,"UNIVERSAL ROD BENDER 11""",TRUE
KM46666,KM46666-US60-10,ORTHO. MALLET 2 LB/ 1 LB,TRUE
KM46667,KM46667-US60-10,ORTHO. MALLET 3 LB / 2 LB,TRUE
KM46683,KM46683-US60-10,"CHARRIERE BONE SAW 14"" COMPLETE",TRUE
KM46685,KM46685-US60-10,CHARRIERE BLADE ONLY 14MM S. STEEL,TRUE
KM46686,KM46686-US60-10,COMBI. MALLET W/1 NYL.CAP 9 OZ/5 OZ,TRUE
KM46686P,KM46686P-US60-10,NYLON CAP FOR KM 46-686,TRUE
KM46687,KM46687-US60-10,COMBI. MALLET 1 NYL.CAP 12 OZ/8 OZ,TRUE
KM46687P,KM46687P-US60-10,NYLON CAP FOR KM 46-687,TRUE
KM46688,KM46688-US60-10,"MALLET SMALL 11"" 1LB 11 OZ/1LB",TRUE
KM46689,KM46689-US60-10,"MALLET LARGE 11"" 2 LB 9 OZ/2 LB",TRUE
KM46690,KM46690-US60-10,MALLET REPR.FREE 21 OZ/ 10 OZ,TRUE
KM46690P,KM46690P-US60-10,CAP FOR KM 46-690 MALLET REPR. FREE,TRUE
KM46700,KM46700-US60-10,"OSTEO HOKE CVD 1/8"" (3MM) TIP 5.25""",TRUE
KM46701,KM46701-US60-10,"OSTEO HOKE CVD 3/16"" (4MM) TIP 5-1/4""",TRUE
KM46702,KM46702-US60-10,"OSTEO HOKE CVD 0.25"" (6MM) TIP 5.25""",TRUE
KM46703,KM46703-US60-10,"OSTEO HOKE CVD 5/16"" (8MM) TIP 5.25""",TRUE
KM46704,KM46704-US60-10,"OSTEO HOKE CVD 3/8"" (10MM) TIP 5.25""",TRUE
KM46705,KM46705-US60-10,"BONE FILE 11"" TAPERED 23MM TO 6MM",TRUE
KM46706,KM46706-US60-10,"HOKE OSTEO. 5 1/4"" CVD. 1/2"" 13MM",TRUE
KM46708,KM46708-US60-10,"HOKE OSTEO. 5 1/4"" CVD. 5/8"" 16MM",TRUE
KM46709,KM46709-US60-10,"HOKE OSTEO. 5 1/4"" CVD. 3/4"" 19MM",TRUE
KM46730,KM46730-US60-10,"BUNNELL TENDON STRIPPER 6"" 3MM",TRUE
KM46731,KM46731-US60-10,"BUNNELL TENDON STRIPPER 6"" 4MM",TRUE
KM46732,KM46732-US60-10,"BUNNELL TENDON STRIPPER 6"" 5MM",TRUE
KM46733,KM46733-US60-10,"BUNNELL TENDON STRIPPER 6"" 6MM",TRUE
KM46734,KM46734-US60-10,"BUNNELL TENDON STRIPPER 6"" 7MM",TRUE
KM46735,KM46735-US60-10,"RETRIEVER TENDON KLEINERT-KUTZ FLEX 8""",TRUE
KM46736,KM46736-US60-10,"BRAND TENDON PULLING FORCEPS 6""",TRUE
KM46738,KM46738-US60-10,"BRAND TENDON PULLING FORCEPS 9 1/2""",TRUE
KM46739,KM46739-US60-10,"KLEINERT-KUTZ TENDON RETRIEVER 8""",TRUE
KM46746,KM46746-US60-10,"CLAMP MENISCUS ANGLED 20 DEG 5-3/8""",TRUE
KM46762,KM46762-US60-10,SMILLIE KNIFE STR,TRUE
KM46766,KM46766-US60-10,SMILLIE KNIFE LEFT,TRUE
KM46770,KM46770-US60-10,SMILLIE KNIFE RIGHT,TRUE
KM46772,KM46772-US60-10,"DOWNING CARTILAGE KNIFE 10""",TRUE
KM46802,KM46802-US60-10,"MARTIN CARTILAGE CLAMP 7 1/4""",TRUE
KM46804,KM46804-US60-10,"DINGMAN BONE CLAMP 7 1/2"" SERR 2X2",TRUE
KM46814,KM46814-US60-10,"MARTIN CARTILAGE CLAMP 8""",TRUE
KM46818,KM46818-US60-10,"WALTON CARTILAGE CLAMP 8""",TRUE
KM46821,KM46821-US60-10,"MUELLER CAPS. SCISS. 9 1/2"" ANGULAR",TRUE
KM46823,KM46823-US60-10,"HAYS HAND RETR. 6 1/4"" 3MM TIP",TRUE
KM46826,KM46826-US60-10,"RETR HOHMANN 16MM W/FINGER RING 4.75""",TRUE
KM46827,KM46827-US60-10,"HOHMANN RETR. 6"" 15MM BROAD TIP",TRUE
KM46828,KM46828-US60-10,"CARTILAGE SCISSORS 8"" 2 SERR.BLADES",TRUE
KM46829,KM46829-US60-10,"HAYS HAND RETR. 6"" 6MM TIP",TRUE
KM46830,KM46830-US60-10,"MINI HOHMANN RETR. 6 1/2"" 6MM",TRUE
KM46832,KM46832-US60-10,"MINI HOHMANN RETR. 6 1/2"" 8MM",TRUE
KM46836,KM46836-US60-10,"HOHMANN RETR. 9"" 10MM",TRUE
KM46838,KM46838-US60-10,"HOHMANN RETR. 9"" 18MM",TRUE
KM46841,KM46841-US60-10,"RETR HOHMANN 43MM WIDE LONG SHANK 9""",TRUE
KM46842,KM46842-US60-10,"HOHMANN RETR. 9 1/2"" 43MM",TRUE
KM46848,KM46848-US60-10,"HOHMANN RETR. 11"" 22MM",TRUE
KM46849,KM46849-US60-10,"HOHMANN RETR. 11 1/4"" 35MM",TRUE
KM46850,KM46850-US60-10,"HOHMANN RETR. 9 1/2"" 70MM",TRUE
KM46852,KM46852-US60-10,"HOHMANN RETR. 16"" LONG 120 DEGREES",TRUE
KM46854,KM46854-US60-10,"HOHMANN RETR. 13"" LONG 90 DEGREES",TRUE
KM46858,KM46858-US60-10,"HOHMANN RETR. 8 1/2"" 8MM 2-HOLE",TRUE
KM46860,KM46860-US60-10,"HUMERAL HEAD RETR., 8 3/4""",TRUE
KM46870,KM46870-US60-10,BRISTOW/BANKART HUM. RETR. 2PRONGS,TRUE
KM46872,KM46872-US60-10,BRISTOW/BANKART SOFT TISS. RETR.,TRUE
KM46880,KM46880-US60-10,"BENNETT RETR. SMALL 1 3/4""",TRUE
KM46884,KM46884-US60-10,"BENNETT RETR. LARGE 2 1/2""",TRUE
KM46892,KM46892-US60-10,"MURPHY BONE SKID 12""",TRUE
KM46893,KM46893-US60-10,"BONE TAMP 6"" DIAM. 2MM CROSS-SERR.",TRUE
KM46894,KM46894-US60-10,"BONE TAMP 6"" DIAM. 3MM CROSS-SERR.",TRUE
KM46895,KM46895-US60-10,"BONE TAMP 6"" DIAM. 4MM CROSS-SERR.",TRUE
KM46896,KM46896-US60-10,"BONE TAMP 6"" DIAM. 5MM CROSS-SERR.",TRUE
KM46897,KM46897-US60-10,"BONE TAMP 6"" DIAM. 6MM CROSS-SERR.",TRUE
KM46898,KM46898-US60-10,"BONE TAMP 6"" DIAM. 8MM CROSS-SERR.",TRUE
KM46899,KM46899-US60-10,"BONE TAMP 6"" DIAM. 10MM CROSS-SERR.",TRUE
KM46902,KM46902-US60-10,"DARRACH ELEVATOR 10 1/4"" 1/2"" SMALL",TRUE
KM46903,KM46903-US60-10,"DARRACH ELEVATOR 10 1/4"" 3/4"" MED.",TRUE
KM46904,KM46904-US60-10,"DARRACH ELEVATOR 13 3/4"" 1"" LARGE",TRUE
KM46906,KM46906-US60-10,"SHOULDER(FUKUDA)RETR. 7"" 38MM WIDTH",TRUE
KM46907,KM46907-US60-10,"SHOULDER(FUKUDA)RETR. 7"" 32MM WIDTH",TRUE
KM46908,KM46908-US60-10,"CAPSULE RETRACTOR 10"" THREE-PRONG",TRUE
KM46911,KM46911-US60-10,"FCPS GLENOID PERF SLIGHT ANG 6.5""",TRUE
KM46912,KM46912-US60-10,"FCPS GLENOID PERF STRONG ANG 6.5""",TRUE
KM46913,KM46913-US60-10,"SHOULDER PERC. AWL,8 1/2"" CVD.SMALL",TRUE
KM46914,KM46914-US60-10,"SHOULDER PERC. AWL, 8 1/2"" CVD. MED",TRUE
KM46915,KM46915-US60-10,"SHOULDER PERC. AWL,8 1/2"" CVD.LARGE",TRUE
KM46916,KM46916-US60-10,"SHOULDER PENETR.AWL,9 1/4"" CVD.PHEN",TRUE
KM46917,KM46917-US60-10,"SUTURE PASSER 9 1/4"" CVD W/CROCH.HK",TRUE
KM46918,KM46918-US60-10,"SUTURE PASSER 9 1/4"" CVD W/HOLE",TRUE
KM46919,KM46919-US60-10,"SHOULDER PENETR.GOUGE 8 1/2"", 3MM",TRUE
KM46920,KM46920-US60-10,SUBACROMION SPREADER (RIGHT),TRUE
KM46922,KM46922-US60-10,KOLBEL RETR. 180mm ANGLED 2 X 2 PR.,TRUE
KM46932,KM46932-US60-10,"NERVE RETRACTOR, BAYONET",TRUE
KM46934,KM46934-US60-10,"TAYLOR RETRACTOR, 20MM X 3""",TRUE
KM46936,KM46936-US60-10,"TAYLOR RETRACTOR, 20MM X 4""",TRUE
KM47010,KM47010-US60-10,"MALLEOLAR FORCEPS 8 1/4"" 1X1 SHARP",TRUE
KM47012,KM47012-US60-10,"PATELLA FCPS 7"" SPEED LOCK, 2X2",TRUE
KM47054,KM47054-US60-10,"FCPS KERN BONE W/O RATCHET 5.75""",TRUE
KM47056,KM47056-US60-10,"FCPS KERN BONE W/O RATCHET 8.5""",TRUE
KM47062,KM47062-US60-10,"FCPS KERN BONE W/ RATCHET 5.75""",TRUE
KM47064,KM47064-US60-10,"FCPS KERN BONE W/ RATCHET 8.5""",TRUE
KM47068,KM47068-US60-10,"LANE BONE FCPS. 13"" W/O RATCHET",TRUE
KM47070,KM47070-US60-10,"LANE BONE FORCEPS 17"" W/O RATCHET",TRUE
KM47082,KM47082-US60-10,"LANE BONE FCPS. 13"" W/ RATCHET",TRUE
KM47084,KM47084-US60-10,"LANE BONE FCPS. 17"" W/ RATCHET",TRUE
KM47090,KM47090-US60-10,"VERBRUGGE FORCEPS,SELF-C ENT. 6""",TRUE
KM47092,KM47092-US60-10,"VERBRUGGE FORCEPS,SELF-C ENT. 7 1/2""",TRUE
KM47094,KM47094-US60-10,"VERBRUGGE FORCEPS,SELF-C ENT. 9 1/2""",TRUE
KM47096,KM47096-US60-10,"VERBRUGGE FORCEPS,SELF-C ENT.10 1/4""",TRUE
KM47098,KM47098-US60-10,"VERBRUGGE FORCEPS,SELF-C ENT. 11""",TRUE
KM47100,KM47100-US60-10,REDUCT.FCPS. PELVIC USED W/SCREWS,TRUE
KM47101,KM47101-US60-10,REDUCT.FCPS. PELVIC 400MM 1X2,TRUE
KM47103,KM47103-US60-10,REDUCT.FCPS. PELVIC 400MM PNT TIPS,TRUE
KM47105,KM47105-US60-10,"BONE HOLDING FCPS 7"" WITH SCREW",TRUE
KM47107,KM47107-US60-10,"BONE HOLDING FCPS 9"" WITH SCR",TRUE
KM47112,KM47112-US60-10,"ULRICH BONE FCPS. 10"" STR",TRUE
KM47116,KM47116-US60-10,"ULRICH BONE FCPS. 11"" CVD",TRUE
KM47118,KM47118-US60-10,"ULIRICH BONE FCPS.11"" CVD.SW.JAW",TRUE
KM47119,KM47119-US60-10,"STAGBEETLE FORCEPS, 120 MM LENGTH",TRUE
KM47120,KM47120-US60-10,"VERBRUGGE FCPS. 6 3/4"" W/RATCHET",TRUE
KM47122,KM47122-US60-10,"VERBRUGGE FCPS. 10"" WITH RATCHET",TRUE
KM47126,KM47126-US60-10,"VERBRUEGGE FCPS. 11"" W/RATCHET",TRUE
KM47128,KM47128-US60-10,"FCPS BONE REDUCTION SMALL CVD 6""",TRUE
KM47129,KM47129-US60-10,"FCPS BONE HOLDING ANGULAR FENESTRATED 6""",TRUE
KM47130,KM47130-US60-10,"LEWIN BONE FCPS. 7""",TRUE
KM47132,KM47132-US60-10,"FCPS BONE REDUCTION REILL 7""",TRUE
KM47133,KM47133-US60-10,"BONE RED.FCPS.W/PNTS 5"" SERR.NA",TRUE
KM47134,KM47134-US60-10,"FCPS BONE REDUCTION LONG RATCHET 8""",TRUE
KM47135,KM47135-US60-10,"BONE RED.FCPS.W/PNTS 5 1/2"" SER BRD",TRUE
KM47136,KM47136-US60-10,"BONE RED.FCPS.W/POINTS 6 3/4""DBLE.R",TRUE
KM47137,KM47137-US60-10,"BONE REDUCTION FCPS.POINTED 5 1/4""",TRUE
KM47138,KM47138-US60-10,"PLATE HOLDING FCPS. 4 3/4""",TRUE
KM47139,KM47139-US60-10,"BONE COMPRESSION FCPS. 4 3/4""",TRUE
KM47140,KM47140-US60-10,"LOWMAN BONE CLAMP 4 3/4"" 1x2",TRUE
KM47154,KM47154-US60-10,"LOWMAN BONE CLAMP 7 1/4"" 1x2",TRUE
KM47156,KM47156-US60-10,"LOWMAN BONE CLAMP 8"" 1x2",TRUE
KM47160,KM47160-US60-10,"LOWMAN BONE CLAMP 4 3/4"" 1x1",TRUE
KM47164,KM47164-US60-10,"LOWMAN BONE CLAMP 7 1/4"" 1x1",TRUE
KM47166,KM47166-US60-10,"LOWMAN BONE CLAMP 8"" 1x1",TRUE
KM47167,KM47167-US60-10,"LAMBERT-LOWMAN BONE CLAMP 7 1/4""",TRUE
KM47170,KM47170-US60-10,"FIBULA FCPS. 8 1/2"" ANGULAR TIP",TRUE
KM47173,KM47173-US60-10,PARHAM MARTIN BANDS,TRUE
KM47194,KM47194-US60-10,"FARABEUF FCPS 9"" ADJUSTABLE",TRUE
KM47198,KM47198-US60-10,"FERGUSSON BONE FCPS. 8 1/4""",TRUE
KM47200,KM47200-US60-10,"LANGENBECK BONE FCPS 8 1/4"" 2X2",TRUE
KM47206,KM47206-US60-10,"FCPS LAMBOTTE SELF-ADJUSTING 10.5""",TRUE
KM47240,KM47240-US60-10,"MICRO FRIEDMAN RONG 5 1/2"" STR",TRUE
KM47242,KM47242-US60-10,"MICRO FRIEDMAN RONG 5 1/2"" 30DEGREE",TRUE
KM47244,KM47244-US60-10,"MICRO FRIEDMAN RONG 5 1/2"" 90DEGREE",TRUE
KM47252,KM47252-US60-10,"RONG SYNOVECTOMY HALF CVD 2MMX5MM 6.75""",TRUE
KM47253,KM47253-US60-10,"RONG SYNOVECTOMY FULL CVD 2MMX5MM 6.75""",TRUE
KM47254,KM47254-US60-10,"RONG LEMPERT STR 3MM X 7MM 7.5""",TRUE
KM47256,KM47256-US60-10,"RONG LEMPERT CVD 3MM X 7MM 7.5""",TRUE
KM47258,KM47258-US60-10,"RONG LEMPERT STR 3MM X 7MM 6""",TRUE
KM47260,KM47260-US60-10,"RONG LEMPERT CVD 3MM X 7MM 6""",TRUE
KM47262,KM47262-US60-10,"FRIEDMAN RONGEUR 5 1/2""",TRUE
KM47263,KM47263-US60-10,MINI-FRIEDMAN RONGEUR STR.DELICATE,TRUE
KM47264,KM47264-US60-10,MINI-FRIEDMAN RONGEUR CVD.DELICATE,TRUE
KM47266,KM47266-US60-10,"BLUMENTHAL RONGEUR 6"" 30 DEG.",TRUE
KM47267,KM47267-US60-10,"BLUMENTHAL RONGEUR 6"" 45 DEG.",TRUE
KM47268,KM47268-US60-10,"BLUMENTHAL RONGEUR 6"" 90 DEG.",TRUE
KM47270,KM47270-US60-10,"BONE CUTTING FCPS 5 3/4""(CLEVELAND)",TRUE
KM47272,KM47272-US60-10,"BONE CUTTING FCPS 6 1/2""(CLEVELAND)",TRUE
KM47274,KM47274-US60-10,RONGEUR 5 1/2 #4,TRUE
KM47275,KM47275-US60-10,"RONGEUR 6 1/2"" #4A",TRUE
KM47276,KM47276-US60-10,"RONGEUR 6 1/2"" #1-A SL.ANG. MEAD",TRUE
KM47278,KM47278-US60-10,"LUER RONGEUR 7"" 8X12MM STR.",TRUE
KM47284,KM47284-US60-10,"LUER RONGEUR 7"" 8X12MM CVD.",TRUE
KM47285,KM47285-US60-10,"HARTMANN RONGEUR 7 1/4"" CVD 4X16MM",TRUE
KM47286,KM47286-US60-10,"DEAN RONG. 5 3/4"" SLIGHT CURVE 3MM",TRUE
KM47302,KM47302-US60-10,"RONG ADSON STR 7MM X 15MM 8""",TRUE
KM47304,KM47304-US60-10,"RONG RAT TOOTH STR 8MM X 15MM 8""",TRUE
KM47306,KM47306-US60-10,"RONG ADSON CVD 7MM X 15MM 8""",TRUE
KM47308,KM47308-US60-10,"RONG BACON SIDE CVD 5MM X 15MM 8""",TRUE
KM47310,KM47310-US60-10,"RONG BANE CVD 3MM X 16MM 7""",TRUE
KM47366,KM47366-US60-10,"STILLE-LISTON FCPS. 10 1/2"" STR.",TRUE
KM47370,KM47370-US60-10,"STILLE-LISTON FCPS. 10 1/2"" CVD.",TRUE
KM47374,KM47374-US60-10,"STILLE-HORSLEY FCPS. 9 3/4"" BAY.",TRUE
KM47380,KM47380-US60-10,"RONG SYPERT 4MM X 16MM 14.5""",TRUE
KM47382,KM47382-US60-10,"RONG SYPERT 5MM X 16MM 14.5""",TRUE
KM47384,KM47384-US60-10,"RONG SYPERT 8MM X 16MM 14.5""",TRUE
KM47386,KM47386-US60-10,"RONG SYPERT 12MM X 18MM BITE 14""",TRUE
KM47398,KM47398-US60-10,"LISTON BONE FCPS. 5 1/2"" STR.",TRUE
KM47400,KM47400-US60-10,"LISTON BONE FCPS. 6 3/4"" STR.",TRUE
KM47402,KM47402-US60-10,"LISTON BONE FCPS. 7 1/2"" STR.",TRUE
KM47404,KM47404-US60-10,"LISTON BONE FCPS 6 3/4"" ANG.",TRUE
KM47406,KM47406-US60-10,"LISTON BONE FCPS 8 1/2"" STR.",TRUE
KM47408,KM47408-US60-10,"LISTON BONE FCPS 8 1/2"" ANG.",TRUE
KM47410,KM47410-US60-10,"LISTON BONE FCPS. 5 1/2"" ANG.",TRUE
KM47412,KM47412-US60-10,"LISTON BONE FCPS. 7 1/2"" ANG.",TRUE
KM47458,KM47458-US60-10,"RONG STILLE-LUER STR 10MM X 18MM 8.5""",TRUE
KM47460,KM47460-US60-10,"RONG STILLE-LUER CVD 10MM X 18MM 8.5""",TRUE
KM47461,KM47461-US60-10,"RONG STILLE-LUER CVD 10MM X 16MM 8.5""",TRUE
KM47462,KM47462-US60-10,"RONG STILLE-LUER STR 10MM X 18MM 10.5""",TRUE
KM47464,KM47464-US60-10,"RONG STILLE-LUER CVD 10MM X 18MM 10.5""",TRUE
KM47472,KM47472-US60-10,"RONG STILLE-LUER ANG 6MM X 13MM 9""",TRUE
KM47473,KM47473-US60-10,"RONG STILLE-LUER ECHLIN 6MM X 15MM 9""",TRUE
KM47474,KM47474-US60-10,"RONG SMITH-PETE LAM STR 3MM X 16MM 9.5""",TRUE
KM47476,KM47476-US60-10,"RONG SMITH-PETE HALF CVD 3MM X 16MM 9.5""",TRUE
KM47478,KM47478-US60-10,"RONG SMITH-PETE FULL CVD 3MM X 16MM 9.5""",TRUE
KM47480,KM47480-US60-10,"RONG ECHLIN DUCKBILL STR 2MM X 12MM 9""",TRUE
KM47482,KM47482-US60-10,"RONG ECHLIN DUCKBILL STR 3MM X 12MM 9""",TRUE
KM47484,KM47484-US60-10,"RONG ECHLIN DUCKBILL STR 4MM X 12MM 9""",TRUE
KM47486,KM47486-US60-10,"RONG LEKSELL 15 DEG CVD 4MM X 16MM 9""",TRUE
KM47487,KM47487-US60-10,"RONG LEKSELL 15 DEG CVD 5MM X 16MM 9""",TRUE
KM47488,KM47488-US60-10,"RONG LEKSELL 15 DEG CVD 6MM X 16MM 9""",TRUE
KM47489,KM47489-US60-10,"RONG LEKSELL 15 DEG CVD 7MM X 16MM 9.75""",TRUE
KM47490,KM47490-US60-10,"RONG LEKSELL 15 DEG CVD 8MM X 16MM 9""",TRUE
KM47492,KM47492-US60-10,RONG LEKSELL 15 DEG CVD 3MM X 16MM 9,TRUE
KM47494,KM47494-US60-10,"RONG LEKSELL FULL CVD 3MM X 13MM 9""",TRUE
KM47495,KM47495-US60-10,"RONG LEKSELL FULL CVD 4MM X 13MM 9""",TRUE
KM47496,KM47496-US60-10,"RONG LEKSELL FULL CVD 8MM X 16MM 9""",TRUE
KM47497,KM47497-US60-10,"RONG LEKSELL FULL CVD 5MM X 13MM 9""",TRUE
KM47498,KM47498-US60-10,"RONG LEKSELL FULL CVD 6MM X 13MM 9""",TRUE
KM47499,KM47499-US60-10,"RONG LEKSELL FULL CVD 7MM X 13MM 9""",TRUE
KM47520,KM47520-US60-10,"RONG BEYER CVD 3MM X 14MM 7""",TRUE
KM47522,KM47522-US60-10,"RONG BEYER CVD 4MM X 15MM 7""",TRUE
KM47523,KM47523-US60-10,"RONG BONE RUSKIN DEL 2MM X 14MM 6""",TRUE
KM47524,KM47524-US60-10,"RONG ZAUFAL-JANSEN CVD 5MM X 15MM 7""",TRUE
KM47525,KM47525-US60-10,"RONG RUSKIN CVD 5MM X 10MM 7.25""",TRUE
KM47526,KM47526-US60-10,"RONG RUSKIN STR 4MM X 16MM 7.25""",TRUE
KM47528,KM47528-US60-10,"RONG RUSKIN STR 6MM X 16MM 7.25""",TRUE
KM47531,KM47531-US60-10,"RONG RUSKIN CVD 6MM X 16MM 7.25""",TRUE
KM47532,KM47532-US60-10,"RONG RUSKIN STR 3MM X 15MM 6""",TRUE
KM47533,KM47533-US60-10,"RONG RUSKIN CVD 2MM X 15MM 6""",TRUE
KM47534,KM47534-US60-10,"RONG RUSKIN CVD 3MM X 15MM 6""",TRUE
KM47538,KM47538-US60-10,"RUSKIN-LISTON FCPS. 7 1/2"" STR.",TRUE
KM47540,KM47540-US60-10,"RUSKIN-LISTON FCPS. 7"" STR DELICATE",TRUE
KM47541,KM47541-US60-10,"RUSKIN-LISTON FCPS 7"" ANG. DEL.",TRUE
KM47542,KM47542-US60-10,"RUSKIN-LISTON FCPS. 7 1/4"" ANG.",TRUE
KM47546,KM47546-US60-10,"MC INDOE FCPS 7"" ANGLED DELICATE",TRUE
KM47550,KM47550-US60-10,"RUSKIN-LISTON FCPS. 6"" STR.",TRUE
KM47553,KM47553-US60-10,"KLEINERT-KUTZ RONG 6"" SIDE CVD 2MM",TRUE
KM47555,KM47555-US60-10,"KLEINERT-KUTZ FCPS. 6"" STR.",TRUE
KM47557,KM47557-US60-10,"KLEINERT-KUTZ FCPS. 6"" CVD.",TRUE
KM47558,KM47558-US60-10,"KLEIN-KUTZ RONG. 6"" 3MM FULL CVD",TRUE
KM47560,KM47560-US60-10,"KLEIN-KUTZ RONG. 6"" 2MM SLIGHT CVD",TRUE
KM47562,KM47562-US60-10,"KLEIN-KUTZ RONG. 6"" 3MM SLIGHT CVD",TRUE
KM47604,KM47604-US60-10,TROCHANTER FORCEPS,TRUE
KM47612,KM47612-US60-10,"SCHLESINGER CERV. PUNCH 6"" 5MM UP",TRUE
KM47614,KM47614-US60-10,"SCHLESINGER CERV. PUNCH 6"" 3MM DWN",TRUE
KM47616,KM47616-US60-10,"SCHLESINGER CERV. PUNCH 6"" 5MM DWN",TRUE
KM47620,KM47620-US60-10,"LOVE KERR. RONG. 8"" 1MM FWD. STYL 2",TRUE
